instructions	creator	directory	images	default	eventDrop	dna	description	image_portrait	isForSale	count	animation_loop	tokenID	_id	group	verification_uri	uniqueComboId	seed_hash	model	external_url	block	media	original_image	imageHash	preview	activeSale	tag	t_rarity	state	message	token_name	redeem	image_url	id	files	tokenid	coolDown	omni_position	fee_recipient	fingerprint	mintedOn	boosterId	dependencies	contributors	background	metaverse	createTime	resourceId	collection	about	arweave_url	disclosure	documents	gen	treeID	ownerCount	secondary_image_url	activeAuction	traits	tokenType	imageMimeType	createdBy	uploadedOn	version	contents	aspect_ratio	arweave_tx	interactive_nft	mediaMimeType	minter	created_by	background_color	decimals	unlisted_attributes	note	contract	debug2	image_static	to	ipfs	token_probability	project	summary	creatorAnnuity	apn	exerciseTimeEnd	opening_network	price	image	cargoDisplayContent	swapInfo	ram	from	iframe	fullimage	weight	lock	hash	owner	drc	tokenId	obj	points	dateCreated	auctionInfo	language	maxSpeed	image_data	exercisePrice	top_view	mintPrice	artDesc	exhibition	wallet	purchase_url	artist	chainType	video	principal	icon	Extension	aspect ratio (w/h)	image_full	warrantToken	exerciseAmount	imageUrl	edition	shareblock	symbol	octpass	adminName	platform	sialink	number	asset_type	artistAvatar	adminId	work_id	ID	status	nft_id	dapp	minted	maxTokens	created	acceleration	author	particleType	date	fingerprints	token_symbol	asset_size_in_bytes	mapping_id	compiler	audio_url	priceToken	tokenHash	exerciseTime	imageNumber	uses hash	customAttributes	usecase	animation_url_optim	designer	initialProbabilities	editions	ethPrice	ownedCountByCurrentUser	borrower	color	token_id	thumbnails	contract_address	license	asset	title	uuid	license agreement	nftType	token_uri	nft_class	totalEditions	yearCreated	tags	ethId	series	category	type	quantity	pinata_ipfs	model_url	braking	copyright	dynamic	externalUrl	asset_id	stats	by	seller_fee_basis_points	image_details	thumbnail	txHash	image_box	external_link	type_id	auction_details	grip	private	pendingBuy	randomNumber	is dynamic	totalReturns	material	createdAt	family	cpu	image24px	transferFee	onSaleCountByCurrentUser	formationDocument	hot	transactionHash	fiatPrice	filename	createdYear	print_file	$schema	swapInfoList	artwork	network	avatar_url	timestamp	$id	contractAddress	ps	home_url	transport	tier	Thumbnail	pet_paintings_irl	launch	website	__v	forAuction	royaltyInfo	debug	generated	shortName	attributes	full_id	name	script	amountToMint	county	level	external_uri	numAvailable	priceThenAndNow	tokenAddress	visibility	payment_address	animation	updatedAt	animation_details	arweave_uri	deedDocument	ipfs_image	properties	projectLogo	forSale	generation	animation_url	youtube_url	seed	collection_name	legal	telegram	handling	token
					False	00006C00020003010158584E4B50	Classical 											{'uuid': 'eecbf468-4bd0-43fd-9c1a-4ff078f17abe', 'designer': {'uuid': 'f7d4b1bd-b463-41dc-b1ed-bc866f6d2a99', 'username': 'CryptoMotorsTeam'}, 'name': 'Sport Coupé', 'gen': 0, 'price': '1000000000000000000', 'decimalPrice': 1, 'minMaxSpeed': 49, 'maxMaxSpeed': 94, 'minAcceleration': 48, 'maxAcceleration': 92, 'minGrip': 50, 'maxGrip': 80, 'minHandling': 55, 'maxHandling': 87, 'minBraking': 37, 'maxBraking': 82, 'bio': 'Classical proportion combined with a modern look of the supersport vehicle segment. The SportCoupe GEN0 is a pureblood stallion with the heritage of the iconic racers. A robust body made of pure and muscular surfaces, elegant and powerful. If you believe you deserve the best this car is for you. Now is your time to shine and conquer the track!'}	https://cryptomotors.io/vehicle/12569b93-c6f5-4436-b341-be139a388ae4															[{'name': 'sportcoupe_00_3_1_1.png', 'mimeType': 'png', 'type': 1}, {'name': 'sportcoupe_00_3_1_2.png', 'mimeType': 'png', 'type': 2}, {'name': 'sportcoupe_00_3_1_3.png', 'mimeType': 'png', 'type': 3}]		1												0x30a2fA3c93Fb9F93D1EFeFfd350c6A6BB62ba000					0																		FFFFFF																	https://cryptomotors.io/images/full_vehicle_body/sportcoupe_00_3_1_1.png												105						88			https://cryptomotors.io/images/full_vehicle_body/sportcoupe_00_3_1_4.png				{'address': '0x216727b2e59adeade107c5211cff3c141c973d4f', 'user': {'uuid': 'b3d34673-1920-489b-b45a-5166859a1e6e', 'username': 'ResonanceRacing'}}																										2						88															[]								{'uuid': '0eb2e951-02e1-4c6c-9e05-671006d3cbc7', 'username': '77raven'}	3							12569b93-c6f5-4436-b341-be139a388ae4								105							80															78						1																															False					value,trait_type,max_value		Sport Coupé																											75	
							DCL Wearab																										urn:decentraland:ethereum:collections-v1:mch_collection:mch_leodavinci_upper_body															0xf64Dc33a192e056bb5f0e5049356a0498B502D50																																								https://peer.decentraland.org/content/contents/QmS88B4Cakk8L9gSWAjArwt45rAWFDp9KgGyKbFZK7oN1h												1001					en-US																																																																																															https://peer.decentraland.org/content/contents/QmTgPNPZQKHVZBdfwzgSHtahp6JNkwfhLbW5R4S4jnNv3q																																																value,trait_type		Leonardo Da Vinci T-Shirt																												
						0101	Ghouls n G																																									0xd0974E4a4b804031c4e8144E66cA4136FaeEdDB1																																								ipfs://QmU2Pju3bBtUXKKmsjpEJscRZ7UDbCsaNBaZa8WW5eZUYT/0101.gif												101																																																1632941468118					WolfBear Art Engine																																																																																															value,trait_type		#101																												
																																																0x7EDE9CA15267a69E68d76a0595b30bD592177e1e																																																				1059																																																																																																																																																																																		
							The Strong												https://strongapeclub.com																													0xbf3EB06c55709674504C2181362D09b51AEaF0AA																																								https://strongapeclub.com/SAC_metadata/reveal.png												1																																																																																																																																																						The Strong Ape Club																												
							This track												https://mintbase.io/my-market/0x58dde36e9cff9c2787ccc08dd16cf24397892332																					2020-10-22T15:47:52.109Z								0x58DDE36e9cfF9c2787CCC08Dd16cf24397892332																					0xd7ce4706f31606981dc35255c8ce27934f9a7624																		0	https://arweave.net/92iLNQTg-rPCDuzJwoM10eGl_SAvFoGIWqb_J6yYbNQ								U2FsdGVkX1/6kreeYJlnncdCS6JhRxh5nm0Lt63qX/cVxdYIgUetRc1kCkIU3a5HsVWaHOfYf6pfI0CkxrrI69yHjXsO+1R87QTuZiY2sWjsvJooytmVr53gUbVU0oHB				1																																										Minted on Mintbase.io																								0.5																				0hq3lJXVkRN7gQBJpUnm	ERC721																																			$208.12											0x58dde36e9cff9c2787ccc08dd16cf24397892332																	CT Friends - @notsofast		6							safe										True		https://arweave.net/jE-kWMR7kHD_1YJ9ML2KbBHWm9QgDRXTtBQZem9zeYk							
							This is ki																																									0x0c6218D95735d3E12AE7C4703106E4b8e0b61010																																								ipfs://QmYUyvNeerSvWvCWKyNfXKbzJpVXa4esSgBoCFoyYSNAT6/100.png												100																																																																																																																																																				['Background', 'Collar', 'Colour', 'Breed', 'Mouth', 'Eyes', 'Boots']		Kitten #100																												
							https://mo												https://momoclo.nft-official.com/														10131															0xe550a6BF5CCAa83fc41D90d6C234Ea5a9631273F																																								https://ext-momoclo-datastorage.nft-official.com/image/card/heart_02.mp4												10131																																																																																																																																																						MOMOCLO NFT CARD #10131																												
							Crazy, sex																																									0x5A297395C0B56d2D2AdF2e41452970c065D30c32																																								https://ipfs.io/ipfs/Qmbm7FoqLRagLD66v9oX4j48gK35xnkpT9djmnjqHsUHNH												1																																																																																																																																																						#1																												
																			https://v2.pixereum.io/?p=1002																													0x6f9d53BA6c16fcBE66695E860e72a92581b58Aed																							FA6400																	https://api.pixereum.io/pixel/1002.png												1002																																																																																																																																																				['x', 'y', 'color']		Pixereum #1002																												
							This work 												https://niftygateway.com/#/																													0x47fA6cC7C0E3F2f15C7A64eDf8c240BFf7E26fBb																							ffffff																	https://res.cloudinary.com/nifty-gateway/video/upload/v1612236243/A/Fvckrender/SoulStone_1_lggaff.png												8400010003																																																																																																																																																						SOULSTONE// #3/55																					https://res.cloudinary.com/nifty-gateway/video/upload/v1612236243/A/Fvckrender/SoulStone_1_lggaff.mp4							
																																																0x53DdB33e88325dFB4C8334D41512aB45aa4E6aE4																																																				100																																																																																																																																																																																		
																																																0xbeeEE60BD1201d6992d5c499D7Df9Fa4d23A35C9																																																				0																																																																																																																																																																																		
																																																0xf297F8970EF3dADB3bEb6De78B135dEBaAd3a626																																																				0																																																																																																																																																																																		
							BALANCE// 												https://niftygateway.com/#/																													0xaFB23292909eab27e983bfAF566D19c1101293d3																							ffffff																	https://res.cloudinary.com/nifty-gateway/video/upload/v1619482663/A/Fvckrender2/BALANCE_zu8otz.png												27000010016																																																																																																																																																						BALANCE// #16/511																					https://res.cloudinary.com/nifty-gateway/video/upload/v1619482663/A/Fvckrender2/BALANCE_zu8otz.mp4							
							THE GRAFFI												https://niftygateway.com/#/																													0xC323431457f0b7c262a7ed9711DE9AEaAA8d79C0																							ffffff																	https://res.cloudinary.com/nifty-gateway/video/upload/v1616297261/A/FelipePantone/G11_vsojix.png												6100010001																																																																																																																																																						G11: Guadalajara #1/5																					https://res.cloudinary.com/nifty-gateway/video/upload/v1616297261/A/FelipePantone/G11_vsojix.mp4							
							A planet t																																									0x1E4e1208Ab4BA7740FE73D3728DF1f89bE6C649b																																								https://cloud-cube-us2.s3.amazonaws.com/deepspace/public/planet/image/1038.png												1038																																																																																																																																																				value,trait_type		Planet 1038																												
							4027 Siren																																									0x42E10846bbc6d062D1a41A8883CE2B81015A9523																																								https://gateway.pinata.cloud/ipfs/QmbY6hTF9NYRxUHF1mdS35gkQdVhGBSsXDiwaPH6sqvqiU/SOTS-IUP47C18H.png												1001																																																																																																																																																				value,trait_type		Sirens of the Sea  #1001																												
