related_assets	subtitle	creator	supports_wyvern	youtube_url	token_id	compiler	original_creator	listing_date	Background	viewKey	rich_text	home_url	created_at	dna	last_sale	category	Name	Hat	animation_original_url	royaltyInfo	background	Details	gameId	sub_category	permalink	maxEdition	seller_fee_basis_points	visualID	timestamp	serialNumber	frame_2	arweave	total_supply	asset_url	type	owner	tags	transfer_fee_payment_token	top_ownerships	image_original_url	map	locked	product_id	license	edition_total	apiURL	success	attributes	alt-image	printableSeries	num_sales	images	imageHash	dwellers	talentNumber	transfer_fee	OG_Membership	collection	amountToMint	P Name	website	decimals	expiration	talentId	Artist	Certified	yearCreated	by	image_details	fee_recipient	nft_class	version	code_txhash	template_id	trans_bg	ipfs	updated_at	auctionLength	media	on_chain_data_url	traps	asset_size_in_bytes	index	background_color	projectLogo	code	static_image	external_url	gasless	token_hash_content	chainId	svg	shortName	ID	edition	animation_url	orders	image_preview_url	author	copyright	lock	contract	babl	bitmarkID	legal	iframe_url	arweave_tx	metadata_standard	artist_website	rarity	Gen	artist	year	collaborators	hash	artistRoyaltyInfo	tokenid	asset_contract	fiatPrice	ethPrice	location	_id	Collection	frame_1	libraries	resellable	video	Fur	url	nft_id	project	cardNumber	uuid	unlockable_content	result	UDID	hashes	contractAddress	image_url	items	fingerprint	seller_fee_bais_points	auction_details	audio	entrance	ownership	base	arweave_uri	atributes	trade_shares	__v	created_by	auctions	assetId	Eyes	hifi_media	embed_url	birthday	playable	animation_details	display_name	edition_number	tokenIndex	token_hash	externalUrl	avatar_url	metadata	media_type	artist_address	mimeType	name	file_key	dependencies	exit_connections	language	platform	Clothes	external url	id	image_thumbnail_url	$schema	nft_contract_address	tokenID	aspect_ratio	createdOn	properties	license_url	edition_name	forSale	external_link	IPFS Storage Power	mintedOn	meta	numAvailable	createdBy	env	is_presale	sell_orders	image_data	minted	$id	thumbnail	Alpha Score	files	collection_name	createdAt	exists	data	highest_buyer_commitment	top_bid	animation	uniqueComboId	room_count	card_id	script_type	symbol	date	auctionType	preview_images	visibility	asset_type	original_url	secondary_image	number	artwork_metadata_urls	level	traits	imageUrl	external_url_nil	network	minter	userID	image	token_metadata	Mouth	contents	error	artwork_download_url	address	description	title	updatedAt	mediaType	price	ipfs_image	image_no_bg_url	lineart	token_uri	biome	royalty_amount	payout_address	copyright_transfer	tokenId
														00883																																		value,trait_type										0x3FE3D9Ef43611C89f2F5c491a9D1080629d455e8																																					125																																																																												Member #125																																														1632622159703																https://caze.io/0/member.gif							Gain Acces													125
																																																										0x5a9D77cB65a0A7F6db180692C0a9853947D36Dbd																																																																																																																																																																																																			11
																																																										0xFf21d97c42f1b54af7538c8c334A3875854C0ba2																										ffffff				https://niftygateway.com/#/																																																																																			The Grand Lisboa - Macau #8/50																																																														https://res.cloudinary.com/nifty-gateway/image/upload/v1629814385/Andrea/Noealz/The_Grand_Lisboa_b9ijdq.jpg							I believe 													7800010008
																																																										0xD95fe39B1354bAf70A1e526a94cFC31784524bF6																																																																																																																	123																																																														https://shoyu.mypinata.cloud/ipfs/QmUemxrLAYhP2ybx6LZiHRGCRBmBg1vFNmtqDta46tB6fX							123													0
																																																										0x0778C7288e2b51590F471123CA9a2A2C87934c19																																																																																																																	Goldfish																															https://shoyu.mypinata.cloud/ipfs/QmaQwc1FK2hWzSVJ6BQowZeSEqTzRUG5g8jnXsiK8453Sy																															https://shoyu.mypinata.cloud/ipfs/QmQxGNfeXaF4LZzTRGR8J8U3p3BqQZ7FFo8e3qWdwmt7Gm							This piece													0
																																																										0x30Be5EddC57d03914E5D04cb78A12F5784544B1f																																																																																																																																																																																																			42
																																																value,trait_type										0xFD1EbC97e681E63b1E80b7237e3e0CD376b2C29e																																																																																																																	Koi #118																																																														https://etherkoi-api.herokuapp.com/api/image/118																				118
																																																										0x3Efe970b997030D30C501e3D1de4d7157542FD31																																																																																																																																																																																																			1636848000
																																																										0xbb97B89767801D5275EE43e6A9165E1157aDeF24																																																																																																																																																																																																			13
																																																										0x7072cd10a6fF7e13b64754109233c0AF32D28b5C																																																																																																																																																																																																			21
																																																										0xc1B650Bb498687B9b7758d5e6ED149bA071e7D41																																																																																																																																																																																																			0
																																																['audio']										0x2B29D73421191e330A5BEB83069efeA2b22357Ea																																						https://contractart.herokuapp.com/audio/0.wav																																																																											token 0																																																														https://contractart.herokuapp.com/images/0.png																				0
																																																										0x838CD6b5BF716Ecb1529670850b7265a2d1BBD7C																																																																																																																	Lil' Baby Cool Cats #1																																																														ipfs://QmVbvwd3cR8rySc2d8Rg5YCEQw3EVWsanpth5pvnk88g4e/Hidden.png							Awaiting R													1
																																																value,trait_type										0x0b4B2bA334f476C8F41bFe52A428D6891755554d																																																																																																																	VOYAGER #6338																																																														https://storage.googleapis.com/mintpass/mintpass.mp4							JRNY NFT C													1
						HashLips Art Engine								4330a0de94c0a6168c271c3363194311d56328c1																																		value,trait_type										0xd4942437C62486df9dDfe60D86e9be5048BF98B3																																					101																																																																												#101																																														1634823102713																ipfs://QmaaxMFCkSQMpqbpBhzaeh1AnbLFnP2UXUn43846PzUidw/101							Creepies: 													101
																																																value,trait_type										0x311AaBD45ae0D6b6da5638Cb85afE593b546ffD5																																																																																																																	HappyPanties #0																																																														http://images.happycollector.net/panties/742a0993ece0b9786dfd96f0b920fb5c278a7701be67323fa2da37d5fa7a6190.jpg																				0
																																																										0xC915eB02306990e4b1c6fBeDff3D19CD2287565C																																																																																																																																																																																																			14
																																																										0xC397Cb63DAd5E89D49EA6206Eac5754F6DC961e9																																																																																																																	Shapes of Tokyo #01																																																														ipfs://Qmc6Rwp4oA3ch5c5U55672DTpr3e5doAJqKy1pT58RYpo4/nft.jpg							Wabi-sabi 													1
					1																																											value,trait_type,display_type										0x1928f918E1b186df49Df59Dd95dc35426A0C232d																																												0x4b839681c899d02ee1ceeab0a6edcb7ee2274467																																																																					50 Shades of Cash																																																														https://storage.googleapis.com/rovergulf/nft-gen/main/metadata/c3b9ef44fc03a6f5171a7c413d2161b8efa3e71cca1f0cbf4dcb94ee2583585c.png							“A quick a													1
																																																value,trait_type										0x8fE3aF25Cc89D1a7831D5b0eDf930800EB3e1129																														https://www.bugbuddies.io/																																																																																			Bug #1																																																														https://gateway.pinata.cloud/ipfs/QmVMjmPpmeqVAm96y8aM851M2vN9c9yuFEeesL7qEQTWzG							Bug Buddie													1
																																																										0xF7b7419CE34B4e21ca38249eA60f6b04e3FB3390																														https://app.niftykit.com/rekanyari/IMwWYTfHpF4TnVD5keip								https://ipfs.io/ipfs/Qmc2wiXdrhdiiB2FjhjWSfTkNt48Bskn3do5iMTUtK6c4a																																																																											Patronne 2/30																																																														https://ipfs.io/ipfs/QmS2jnmNRwe7JNCTSa4gHXtBnno58r2V4yFZjys247Lb9J							An animate													36
																																																value,trait_type										0x2eD2c16B073f573cEDeCfFD943fD6AE966CdB9cE																																																																																																																	Cypher City Pet #0																																																														ipfs://QmfMXA5wkL66N7ZeHFBRQhC5eZArY5qqFVXx9NDhqHZMcr/0.png																				0
																																																										0x904Db106475354B897e5e9704077aa10694867cA																																																																																																																																																																																																			300
																																																value,trait_type										0xD889301683CE7d5cbe989a38C7711b442dAb3361																														https://hypenotics.lionelpalun.com/																																																																																			Hypenotic #1																																																														https://gateway.pinata.cloud/ipfs/QmSUXQx9XVi5mfjXTDoYwLpPXMFseZQqiAvfo4rNS4kohF							Hypenotic 													1
																																																										0x06d3e0bA572ef8837458EAAd0e6D151433631220																																																																																																																	Creep #17																																																														https://s3.us-east-2.amazonaws.com/creepy.club/Creeps_cover.gif																				17
																																																value,trait_type										0x1323220E99421559Cf03FFC70Cb5E7B982e8b7FB																																																																																																																	CryptoClerk #122																																																														https://cryptoclerks.io/imgclerks/122.png							CryptoCler													122
																																																										0xe88D724F2fb46deaDA8cBAAe0c5feAF3eA9841De																																																																																																																	Hidden Prayer																																																														ipfs://QmWqHFd9aLZTUbd3w3fDNvoW5aWsFkgkFiZu6XUkh8yBWa/Prayer.gif							This Praye													1
																																																										0x511F2f6980e057d515e01A51d6994111fC2c46AE																																																																																																																	AURA																																																														https://shoyu.mypinata.cloud/ipfs/QmPWmNrDHkviFXTk9gWroamSJ6LptqQj1MPKDxhbRon1DL							everflowin													0
																																																value,trait_type										0x1846e4EBc170BDe7A189d53606A72d4D004d614D																																																																																																																	Pixel Ape #1																																																														ipfs://QmY6RZ29zJ7Fzis6Mynr4Kyyw6JpvvAPRzoh3TxNxfangt/1.jpg							**PUBLIC M													1
																																																										0x0D487953E81f4EA83590524A517DD729C23de6A7																																																																																																																	Mjölnir Token																			https://bitpix-crypto-tokens.tumblr.com/																																											https://lh3.googleusercontent.com/OOT8Lxdm4zj_OzLHggzC3saI4HY8CogKRBXZuXYXUbrih6J_CaXK8SqTTxPODDbX9Rb9l-Xox1tho8fh-KOMUADTCninS4wyVK2J3Q							Mjölnir, p													28
																																																										0x52B19D7A62183E61F53C86844adB1B566e01E299																																																																																																																	Calvin																																																														https://gateway.pinata.cloud/ipfs/QmPydD3xmp6gtaQU3pzy3UjjGx5WaSdnrHrf4M1gBxNzyd							HUMBL Must													76
																																																value,trait_type										0x0ae3c3A1504E41a6877De1B854C000EC64894bEa																																																																																																																	Circleorzo #1082																																																														ipfs://QmRsPPLbABT7jvcQ28Xzv1c5JT3w2qpsc64UjnhJd5yDfn/4137.png							Circleorzo													1082
																																					['mam', 'bitcoin', 'psychedelic', 'street', 'surreal', 'animation', 'cartoon', 'faces', 'eyes']																					0x20ba6C19cF226fe7E1B7614bDa5Fb11387f53B1d									2021												{'uri': 'https://ipfs.pixura.io/ipfs/QmShZudB9dAsTX4KAhyV426au1uNCPgtxBxLWrHrqECfzR/incontrol.gif', 'dimensions': '2308x1798', 'size': '5988336', 'mimeType': 'image/gif'}																																																																																												YOUCIT																								Rare Scrilla																																						https://ipfs.pixura.io/ipfs/QmShZudB9dAsTX4KAhyV426au1uNCPgtxBxLWrHrqECfzR/incontrol.gif							Marker on 													1
																																																value,trait_type										0xfE2029b8643b40e021544c0b3C5941d655B38510																														https://horrorsociety.io/tokens/122																																																																																			Horror Society #122																																																														https://img.horrorsociety.io/122.png							Horror Soc													122
																																																value,trait_type,display_type										0xdFbC2b19825192Cd91dD6b7353d8Ab9288Cb88BB																																																																																																																	ISA																																																														https://date.kie.codes/token/svg/751003/2019/10/29/1							DATE TOKEN													751003
																																																										0xea166c7f2A4D65A8d583D7D144da1CF6d6A560eF																																																																																																																																																																																																			3
																																																value,trait_type										0x4922787C7f068706eec5C764d9b5166554b90de5																																																																																																																	aiamasks#0																																																														http://resource.aiamask.co/output/0.jpg							I am AiAMa													0
																																																										0x938E95271311641Dc88fEdaA6D7b9aFDc875dAA9																																																																																																																	hate																																																														https://arweave.net/n6rEsC1mpYJnNzSntdGweyPHYF0ucou0wm1W6LnM4eo							immutable													1
																																																value,trait_type,display_type,max_value										0x1Cf8AC254538FfA37E1518B7f012aC21104AE40b																														https://lgnd.art/asset/blue-fire																																																																																			Blue Fire : Initium #3																																																														https://assets.lgnd.art/public/drops/soey-milk-dare-to-love/Blue-Fire-Initium.mp4							An encapsu													1010003
																																																										0x2A7794695E6c8673DEe73FdB4B1cD5D89731195c																																																																																																																	Cryptopo #2519																																																														ipfs://QmdLKtw8s5gVK4QbQ1xs4GdT2XmDmcpbKuy8BAsfxY2BRY/2519.jpg							8888 Topog													2519
																																																										0x4f6F05c9e25cFB50A4B51Fdcfe15C6fF5C5Daa4e																																																																																																																																																																																																			0
																																																										0x55B78D54f9F07AD33d849fef53731097a50fF855																																																																																																																	Elf #1																																																														ipfs://QmYheCSqucobkkr1wAdcWSttPUKAcHzVv8QxTcCTvkRW5D							Pre-reveal													1
																																																										0xA93e294502550D4fC3373847400978d04c01c1cB																										ffffff				https://niftygateway.com/#/								https://res.cloudinary.com/nifty-gateway/video/upload/v1616297277/A/FelipePantone/G6_kwcjod.mp4																																																																											G6: San Francisco #15/36																																																														https://res.cloudinary.com/nifty-gateway/video/upload/v1616297277/A/FelipePantone/G6_kwcjod.png							THE GRAFFI													17800010015
																																																										0x2eEc233221617952F5B51C6E7950EA9B2F68188C																																																																																																																	Tomodachi World																																																														ipfs://QmUsYqTWoHKELv2jHj1xrYBiY8R2NvCF7KZQd4qqTTdJ7k/hidden.png							This image													1
																																									https://www.google.com/maps/@51.0559611,-2.0483045,14z							value,trait_type										0x8Fa34344a3D1F12cF077bFF904604A8979E87041																														https://nft.treedao.org/view/104																																	"51.0°3.0'21.45996""N,2.0°2.0'2.0""W "																																																		TreeDAO NFT number 104																																																														ipfs://QmZbwLBsuT4E6RkAVSNBdUoEPBZx5AJ5X2WA33JuG4bk2e/1/646b1ea89588d8d18e2e42c6acbf0d6b7e6916a6.jpg							TreeDAO NF													104
																																																										0x20210815Fed2e691688d355031Fe5B4Fc7C241d4																																																																																																																	Mooncake #100																																																														data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHByZXNlcnZlQXNwZWN0UmF0aW89InhNaW5ZTWluIG1lZXQiIHZpZXdCb3g9IjAgMCAzNTAgMzUwIj48c3R5bGU+Zm9yZWlnbk9iamVjdCB7IGZpbGw6IGJsYWNrOyBmb250LWZhbWlseTogIkRNIFNhbnMiLCAiT3BlbiBTYW5zIiwgIkNhbGlicmkiLCAtYXBwbGUtc3lzdGVtLCBCbGlua01hY1N5c3RlbUZvbnQsICJTZWdvZSBVSSIsIEhlbHZldGljYSwgQXJpYWwsIHNhbnMtc2VyaWY7IGZvbnQtc2l6ZTogMjRweDsgfTwvc3R5bGU+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgZmlsbD0iI2ZlZjJkNSIgLz48Zm9yZWlnbk9iamVjdCB3aWR0aD0iMzAwIiBoZWlnaHQ9IjMyMCIgeD0iMjAiIHk9IjIwIiByZXF1aXJlZEZlYXR1cmVzPSJodHRwOi8vd3d3LnczLm9yZy9UUi9TVkcxMS9mZWF0dXJlI0V4dGVuc2liaWxpdHkiPk11bmcgYmVhbiBwYXN0ZSBsb3ctZmF0IG1vb25jYWtlIHByZXNlbnRlZCBpbiBhIFN3YXJvdnNraSBjcnlzdGFsIGNhc2UgPC9mb3JlaWduT2JqZWN0Pjwvc3ZnPg==							The Moonca													100
																																																value,trait_type										0xB4C80C8df14CE0a1e7C500FdD4e2Bda1644f89B6																																																																																																																	Crypto Pimps #165																																																														ipfs://QmcSzbdPQmgPDVVbnD65v38WcRwhapKRhLNKhCFpFEJ1t9/165.jpg																				165
																																																value,trait_type										0x59462FeAB184428CB7CAf4A6C885fFCD84Fa2396																																																																																																																	Kool Kittens #1																																																														https://koolkittens.mypinata.cloud/ipfs/QmUZyZY9oWc3DpCruGGgNjC8zkoFh5TarXg5t24toDmtsD/1.jpg							Kool Kitte													1
																																																value,trait_type										0x8A5a8dAEaDC99eA86cFfED5f65feCd34228dF388																																																																																																																	Direwolf #100																																																														https://gateway.pinata.cloud/ipfs/QmRW63kqjfZfPVpMEBYYmGKneeZY5866BLSY2UBKoMpVB3/100							A collecti													100
														8c637daf4d1cd6a697c99a72e0788dc5affb49ac																																		value,trait_type										0xF44106FF6333c78b8c022Ae9113bBe15c5dB1Cb5																																					1																	Midgette																																																											Lethal Leopard 1																																														1637048897565																ipfs://QmdFdzFQFGKfz8JDzMBVLd6ppdfbpK5Qr8NRKAPxKbR83j/Lethal%20Leopard%201.png							7777 Letha													1
																																																										0xa2B35BBAA4a3050AAd0cB205365eC2d8A24ccc1c																																																																																																																																																																																																			10034
																																																										0xf2D11bbF5049b76424834bcBeaD79548bbf2bb2b																																																																																																																																																																																																			0
																																																										0x17668c2718d498dd95693D384e70Aea184C6325C																																																																																																																																																																																																			1042
																																																										0x16010f436F734473A15Cb025F201880B64EC522C																																																																																																																	_5kdeDPUWUd																																																														ipfs://QmfNNkfcYX2TznAhuNimC2cWU75ws8N199t7EQ5jiJqPL8/nft.mp4							Blob name:													1
																																																										0x8e9aE49e639492e440525370605eA665184A522f																																																																																																																	Mr T MiniMan #0000																																																														https://gateway.pinata.cloud/ipfs/QmUUifq84CDaz4rb1EDoRNoUJZ4s4YnK5fyZRrkdC1Fjxj							i pity the													62
																																																										0x549aa38949b479DEf938bea22abA1D81fE28352f																																																																																																																	Ranchy Rednecks																																																														ipfs://QmYP7FVvvFwCaVyo3QAXtivmrjgA8DXtxLaoKbmjwzjfpd							Ranchy Red													1
																																																										0x58C0b31f5374fbB0D5F1B0f3931D60Fdc9f93415																														https://owlting-nft.s3.ap-northeast-1.amazonaws.com/production/BVIlP.json																																																																																			2021 Taiwan Private Collection Auction lot#13																																																														https://owlting-nft.s3.ap-northeast-1.amazonaws.com/production/a7d5cc2162aca2fa9ab79f44b4adc1c94d4374d20b5a87adbd2b51669cab0e45.png							Taiwan Cof													1
																																																										0x3566C224395F0CB2309B0C4E21C779C2B51492C4																																																																																																																																																																																																			2
						HashLips Art Engine								accc5037ccd05a24a6797c6a484f57984104d37e																																		value,trait_type										0x8511b52dd049d4e34671647eB27A7AF528cbfd3B																																					100																																																																												#100																																														1632554731428																ipfs://QmWKkXH2CE7T4T3qzg88TjEvyQN5n6Djq87J6hC7g3ZuRr/100.png							OnchainBlu													100
																																																trait type,value										0x1ca18e99bb0D54658A32a831036Ba44b31Cf079B																																																																																																																	Cryptocorn.club #53																																																														https://gateway.pinata.cloud/ipfs/QmUZLJGURgtGsvThkFJgn6TCZWjPWzdJigusCMxoPcbywL/53.jpg																				53
																																																										0x920f50E8873a3C6626c3F7c10F17Cdff3B967D1D																																																																																																																	Metaverse																																																														https://shoyu.mypinata.cloud/ipfs/QmUvrVFqkg6VCcXYqFCgijY6N12ahukcZXVru7zE1KmBa7							Metaverse 													0
																																																										0x945D26fDbE3f3bD474f27Bb5777E27a2BBe7fbDa																																																																																																																																																																																																			4
																																																										0x38f1e0fB6C88209794c1b42374e45E18e7303cb3																																																																																																																	Potion #1145																																																														data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHByZXNlcnZlQXNwZWN0UmF0aW89InhNaW5ZTWluIG1lZXQiIHZpZXdCb3g9IjAgMCAzNTAgMzUwIj48c3R5bGU+LmJhc2UgeyBmaWxsOiB3aGl0ZTsgZm9udC1mYW1pbHk6IGN1cnNpdmU7IGZvbnQtc2l6ZTogMjRweDsgfTwvc3R5bGU+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgZmlsbD0iYmxhY2siIC8+PHRleHQgeD0iMTAiIHk9IjIwIiBjbGFzcz0iYmFzZSI+TWlnaHQ8L3RleHQ+PHRleHQgeD0iMTAiIHk9IjQwIiBjbGFzcz0iYmFzZSI+U3RyZW5ndGggMTwvdGV4dD48dGV4dCB4PSIxMCIgeT0iNjAiIGNsYXNzPSJiYXNlIj5JbnZpc2liaWxpdHkgODwvdGV4dD48dGV4dCB4PSIxMCIgeT0iODAiIGNsYXNzPSJiYXNlIj5NaW5kIENvbnRyb2wgNzwvdGV4dD48dGV4dCB4PSIxMCIgeT0iMTAwIiBjbGFzcz0iYmFzZSI+UG9pc29uIDM8L3RleHQ+PHRleHQgeD0iMTAiIHk9IjEyMCIgY2xhc3M9ImJhc2UiPkhlYWx0aCAzPC90ZXh0Pjx0ZXh0IHg9IjEwIiB5PSIxNDAiIGNsYXNzPSJiYXNlIj5GbGFtZXMgNjwvdGV4dD48dGV4dCB4PSIxMCIgeT0iMTYwIiBjbGFzcz0iYmFzZSI+U2xvd25lc3MgMzwvdGV4dD48L3N2Zz4=							Potions ar													1145
																																																value,trait_type										0xF63a1025960061f8A6721193d4A8Af0C65CbD4c8																														https://cowboycryptoadz.com/																																																																																			Cowboy CrypToadz #310																																																														https://gateway.pinata.cloud/ipfs/QmdUhv6VZq5WKBvcRav5gxV7r3tJMZHG4Tx2ArjKqEH1yo/310.png							A small, w													310
																																																value,trait_type										0xF22d64F31B312a64C900Dd6fB30b31711c463132																																																																																																																																																																															https://ipfs.io/ipfs/QmPWM6hMBDM1qtLRDycnzxnKNsAoyqBDPVQpcHWYwhNY1W/Toad.png							ribbet... 													1145
																																																										0xf7aA02eDC57BA5C93C4585719728112209d77aA1																																																																																																																	SergToy																																																														ipfs://QmdJvrN97SyKuxiKQaSB9fCnQySj9URuKYmJEvXCyrZEKT																				4
																																																value,trait_type										0xc6b0260221e91f0A4B21eF67a0bf4FaE5217A8aa																																																																																																																	Chariverse Kid # 0																																																														https://api.chariverse.io/kids/images/0.png																				0
																																																										0xC4e3266b020DA3143C43aa09B5CA2FbBBdF29155																																																																																																																																																																																																			1
																																																value,trait_type										0xfFC5043d9a00865D089d5EeFA5b3D1625aec6763																																																																																																																	Kraken Ruby-Eye Crown				en-US				urn:decentraland:ethereum:collections-v1:release_the_kraken:kraken_epic_hat																							https://peer.decentraland.org/content/contents/QmW7rStc4Kn6zacQPEWU5Xd1taFsh78WMKttQ5Bx62FWPb																															https://peer.decentraland.org/content/contents/QmeZShHFg15Hjy5RVwzkhpwy21oqnruygb8cEabRyXh1uk							DCL Wearab													192
																																																										0xC1EF2A07C4F99577FD17e3517Af7F894F4780C4d																																																																																																																	Shark #1																																																														https://strangesharks.mypinata.cloud/ipfs/QmdX3PbdVXxGh35qJi6v6bHDbbuHqQWT2x8odLapDAmMTz							This Stran													1
																																																										0x3a21C10bFFf46b9A64cdf80821D6159541300D0F																																																																																																																																																																																																			0
																																																value,trait_type,display_type										0x7CED80d8eF6dE88ef22f5E8819DFAfFC722aac42																														https://cxip.io/nft/0x7ced80d8ef6de88ef22f5e8819dfaffc722aac42/0x0000000000000000000000000000000000000000000000000000000000000002/								https://arweave.net/fquVUwWAmvwueugz9BOkxMN54nq_bVacEpYBWGcV6Kc																																																																											Hugs N' Stuff NFT										https://json-schema.org/draft/2020-12/schema					"{'animation_url': 'https://arweave.net/fquVUwWAmvwueugz9BOkxMN54nq_bVacEpYBWGcV6Kc', 'created_at': '2021-09-30T23:07:48.000000Z', 'creator_wallet': '0xe0c325542f2600077158f16b9ea5b499b3796ace', 'description': 'An animated rendition of the painting', 'image': 'https://arweave.net/fquVUwWAmvwueugz9BOkxMN54nq_bVacEpYBWGcV6Kc', 'imageUrl': 'https://arweave.net/fquVUwWAmvwueugz9BOkxMN54nq_bVacEpYBWGcV6Kc', 'infiniteObjects': {'allowsPrints': False, 'allowsUnlimited': False, 'priceTier': ''}, 'minted_on': '30 September 2021', 'name': ""Hugs N' Stuff NFT"", 'nft_type': 'non-fungible token (video/mp4)', 'preview_media_file': 'https://arweave.net/fquVUwWAmvwueugz9BOkxMN54nq_bVacEpYBWGcV6Kc', 'preview_media_file_dimensions': '1080x720', 'preview_media_file_size': 594252, 'preview_media_file_type': 'video/mp4', 'raw_media_file': 'https://arweave.net/r90O0jZvHi94mMT_eLey0utt_Ev5hG6YfwnS0j19vc4', 'raw_media_file_size': 3663518, 'raw_media_file_spec': 'Duration: 00:00:01.98, start: 0.000000, bitrate: 14772 kb/s\nVideo: h264 (Main) (avc1 / 0x31637661), yuv420p(tv, bt709), 5000x3334, 14579 kb/s, 30 fps, 30 tbr, 30k tbn, 60 tbc (default)\nAudio: aac (LC) (mp4a / 0x6134706D), 48000 Hz, stereo, fltp, 317 kb/s (default)', 'raw_media_file_type': 'video/mp4', 'raw_media_signature': '0xb3c3efeef2c401ac373a779c722a64adfb7dd4b434ab32ca75213907d00a5973', 'raw_media_signature_type': 'SHA-256', 'thumb_media_file': 'https://arweave.net/6-ZkEBwWbZ5_d34UUMZZeTi70w4y9jHDELWlvoPMmMs', 'thumb_media_file_type': 'image/jpg', 'title': ""Hugs N' Stuff NFT"", 'total_supply': 1}"															https://static.cxip.io/nft.schema.json																											https://arweave.net/fquVUwWAmvwueugz9BOkxMN54nq_bVacEpYBWGcV6Kc					https://arweave.net/fquVUwWAmvwueugz9BOkxMN54nq_bVacEpYBWGcV6Kc							An animate	Hugs N' Stuff NFT												2
																																																										0x582Cd2d90B87B2eEA1758356Df8357613A7B1624																																																																																																																																																																																																			100
																																																										0x8eA743669EAa421764Cc6fbd59f3425b6cBa7C5d																										ffffff				https://niftygateway.com/#/								https://res.cloudinary.com/nifty-gateway/video/upload/v1617989805/AMatthew/Futura2000April11/002_1_qfu9um.mp4																																																																											Anticipation Version I #6/25																																																														https://res.cloudinary.com/nifty-gateway/video/upload/v1617989805/AMatthew/Futura2000April11/002_1_qfu9um.png							Anticipati													39800010006
																																																value,trait_type										0xC08f296dc35B1311A6a120281177D1de1890ba43																														https://rocbabies.io																																																																																			Rocbabies OG #49																																																														https://gateway.pinata.cloud/ipfs/QmZb33M1CyzYBpMV9jZzuZMEKBD2odrUezpX11rz7fmTzJ/2c358eeb806f2a9b4dbdc23e6792b981							This token													49
																																																										0x515945CB07A1caC64c38e20b938369225bCcF1e8																																																																																																																																																																																																			2
																																																										0xA479D8268F9156035469cF2E000BcC626746C13e																																																																																																																	Goldfish																															https://shoyu.mypinata.cloud/ipfs/QmaQwc1FK2hWzSVJ6BQowZeSEqTzRUG5g8jnXsiK8453Sy																															https://shoyu.mypinata.cloud/ipfs/QmQxGNfeXaF4LZzTRGR8J8U3p3BqQZ7FFo8e3qWdwmt7Gm							This piece													0
																																																										0xB718ae352b43b98c77352445Ab31d0ad447e30d8																																																																																																																																																																															https://pbs.twimg.com/media/FEWoRMEXIAoIzw8?format=jpg&name=small																				5
																																																										0xd508731686f2c933B849762F9A92539C666584DC																																																																																																																	Jumpshot																			http://maxosiris.com/ballinlikejordan/																																											https://lh3.googleusercontent.com/9puWJK3k-vubU0T3qc-zn-Zem-CqSPm9R7O-nmvqN-UgRAhkZtpp4YY0ZuuXZz3NY3IpUONx-c_uhUS4EdjGokiNww							An ode to 													10
																																																										0xA3CBD4207F00A5012eb3c20f6DAa0B42FEeb26F9																																																																																																																																																																																																			11
																																																value,trait_type										0xB43390f1472E4C1a95e8c1DE8dE49410F021d298																																						https://www.openpalette.io/api/retroviz/asset/1715																																																																											RetroViz #1715																																																														https://www.openpalette.io/api/retroviz/thumbnail/1715							OpenPalett													1715
																																																value,trait_type,display_type										0x98d298656832263Ba3e3f66bFd03a95ED1b3FF9e																																						https://cdn.digination.io/metadata/ethereum/digiavatar/0.glb																																																																											DigiAvatar #0																			https://digiavatar.digination.io/token/0																																											https://cdn.digination.io/metadata/ethereum/digiavatar/0.png							DigiAvatar													0
						HashLips Art Engine								c2693b4d74c4ae7d3c0290471b44df3f5b74af8f																																		value,trait_type										0x6fDaA5917bCF660e2b2C5f9806cC78A2140De32e																																					1																																																																												#1																																														1636939530197																ipfs://QmRhugHgGKZJRYZKWTfvBhvRG44VFF2go2VixzM1WMJWJ5/1.png							The Jaguar													1
						The Milk Man								03c3e72ab12a126652bf76d70c004ea928a67e9f																																		value,trait_type										0xF7e7363f9844ee8513D7db97475FE53Dbe89368F																																					1																																																																												#1																																														1636108569115																ipfs://QmQNPak9rwQ1oGEruN9u6xQjDc9ZU9hbSphW8Mj3nkJ2o9/1.png							Milky Boys													1
														01142112																																		value,trait_type										0xD8577b5D18Ff953B4249028847b68B6b693366c4																																						ipfs://QmPzQgPhieJquyuTwA3jBot28fBne4mgKcSoKubNJ48kA7/1016.glb																																																																											#1016																																																														ipfs://QmWBfqzpx4g479c1s391kMDsZJ7fL4Qe9Wv4xhmxujSKoq/1016.gif							Unique Rav													1016
